k,n_bldg,peak_kw,annual_kwh,designed_kva,kva_imputed,overload_hours,utilisation,assigned_dwellings,archetype_to_assignment_ratio,audit_count_reconciliation,audit_extreme_utilisation,audit_large_catchment,requires_asset_audit
FA***063,32,33.312318086624146,119794.69470905402,200.0,True,0,0.16656159043312072,40,0.8,False,False,False,False
FA***064,23,26.932933390140533,73618.62920652755,50.0,False,0,0.5386586678028107,29,0.7931034482758621,True,False,False,False
FA***064X,66,120.12000346183777,360528.340929433,400.0,False,0,0.30030000865459444,84,0.7857142857142857,True,False,False,False
FA***067,90,110.87999939918518,331551.4066466888,100.0,False,151,1.1087999939918518,98,0.9183673469387755,False,False,False,False
FA***074Y,46,56.67199969291687,225799.30139790394,200.0,False,0,0.2833599984645844,50,0.92,False,False,False,False
FA***076Y,92,112.76477378606796,340704.3800487553,400.0,False,0,0.28191193446516993,94,0.9787234042553191,False,False,False,False
FA***077,64,56.21312477439642,296128.5337667047,50.0,False,2061,1.1242624954879283,66,0.9696969696969697,False,False,False,False
FA***077Y,33,40.65599977970123,127450.79543270229,400.0,False,0,0.10163999944925309,32,1.03125,False,False,False,False
FA***078,330,392.6275067925453,1532202.0292166206,630.0,False,0,0.6232182647500719,331,0.9969788519637462,False,False,False,False
FA***079X,27,33.114633679389954,95166.48656259093,400.0,False,0,0.08278658419847489,36,0.75,True,False,False,False
FA***080X,100,121.42748445272446,376748.658371459,50.0,False,3836,2.4285496890544893,106,0.9433962264150944,False,False,False,False
FA***080Z,23,22.112593173980713,79233.80196396238,50.0,False,0,0.44225186347961426,32,0.71875,True,False,False,False
FA***081,132,179.157058801502,547551.0511637651,400.0,False,0,0.447892647003755,103,1.2815533980582525,True,False,False,False
FA***081Y,79,97.2782107591629,301374.9228832545,400.0,False,0,0.24319552689790724,88,0.8977272727272727,False,False,False,False
FA***092Y,165,202.07044529914856,723274.6237655716,630.0,False,0,0.3207467385700771,165,1.0,False,False,False,False
FA***093X,61,64.8732185959816,270050.8513337711,400.0,False,0,0.162183046489954,62,0.9838709677419355,False,False,False,False
FA***094Y,189,232.84799873828888,841567.9482790127,400.0,False,0,0.5821199968457222,187,1.0106951871657754,False,False,False,False
FA***098Y,9,9.691504418849945,34887.92451259908,50.0,False,0,0.1938300883769989,8,1.125,False,False,False,False
FA***099,184,206.83492386341095,796972.6132195508,630.0,False,0,0.32830940295779515,195,0.9435897435897436,False,False,False,False
FA***101,9,11.087999939918518,29581.327000899946,100.0,False,0,0.11087999939918518,15,0.6,True,False,False,False
FA***102X,45,60.14400017261505,216866.5002830313,400.0,False,0,0.15036000043153763,42,1.0714285714285714,False,False,False,False
FA***107,56,68.33809095621109,208062.4938596522,100.0,False,0,0.683380909562111,60,0.9333333333333333,False,False,False,False
FA***110Y,9,15.792000412940979,25607.34012385196,630.0,False,0,0.025066667322128536,8,1.125,False,False,False,False
FA***111Y,6,10.920000314712524,17314.94525366748,630.0,False,0,0.017333333832877024,6,1.0,False,False,False,False
FA***115,88,106.10437339544296,424915.39758748753,400.0,False,0,0.2652609334886074,92,0.9565217391304348,False,False,False,False
FA***115Y,126,155.23199915885925,596132.889683106,400.0,False,0,0.38807999789714814,137,0.9197080291970803,False,False,False,False
FA***117X,34,61.88000178337097,145920.42583510934,200.0,False,0,0.3094000089168549,51,0.6666666666666666,True,False,False,False
FA***117Y,29,35.703105449676514,119084.76029513376,100.0,False,0,0.35703105449676514,47,0.6170212765957447,True,False,False,False
FA***120,3,4.872000098228455,8472.845053517327,400.0,False,0,0.012180000245571136,2,1.5,True,False,False,False
FA***121,64,71.03212177753448,264046.21331766807,200.0,False,0,0.3551606088876724,76,0.8421052631578947,False,False,False,False
FA***126X,148,294.5770839676261,721399.57421321,630.0,False,0,0.46758267296448586,126,1.1746031746031746,False,False,False,False
FA***128Y,44,40.50424128770828,181591.85374913618,50.0,False,0,0.8100848257541656,47,0.9361702127659575,False,False,False,False
FA***131,296,339.53192937374115,1058581.5794659185,400.0,False,0,0.8488298234343529,296,1.0,False,False,False,False
FA***132Y,11,8.820395588874817,41702.32162972645,50.0,False,0,0.17640791177749635,17,0.6470588235294118,True,False,False,False
FA***133X,312,387.7691562771797,1292703.250543126,400.0,False,0,0.9694228906929493,236,1.3220338983050848,True,False,False,False
FA***136,69,85.0079995393753,318073.8667499909,400.0,False,0,0.21251999884843825,70,0.9857142857142858,False,False,False,False
FA***137,14,17.198211193084717,46144.02041244102,50.0,False,0,0.34396422386169434,22,0.6363636363636364,True,False,False,False
FA***138Z,3,3.6711056232452393,10305.854948728935,400.0,False,0,0.009177764058113097,3,1.0,False,False,False,False
FA***139,174,214.36799883842468,797427.0215061249,400.0,False,0,0.5359199970960618,174,1.0,False,False,False,False
FA***141X,36,29.102967262268066,154677.78077699814,50.0,False,0,0.5820593452453613,44,0.8181818181818182,False,False,False,False
FA***145,108,121.04387354850769,491127.0417549432,400.0,False,0,0.30260968387126924,108,1.0,False,False,False,False
FA***146,128,156.28860437870026,480628.93203859625,50.0,False,4145,3.125772087574005,139,0.920863309352518,False,False,False,False
FA***147X,58,71.43110525608063,235660.56431686832,200.0,False,0,0.35715552628040315,62,0.9354838709677419,False,False,False,False
FA***149,26,31.92509627342224,99292.13573771191,50.0,False,0,0.6385019254684449,28,0.9285714285714286,False,False,False,False
FA***150,43,52.97599971294403,198007.41917795793,200.0,False,0,0.26487999856472016,43,1.0,False,False,False,False
FA***151,9,11.038211226463318,29907.165877208718,400.0,False,0,0.027595528066158295,13,0.6923076923076923,True,False,False,False
FA***156,9,7.078659176826477,31698.106242460937,100.0,False,0,0.07078659176826477,11,0.8181818181818182,False,False,False,False
FA***156Y,91,74.63148766756058,375295.2169425157,200.0,False,0,0.3731574383378029,96,0.9479166666666666,False,False,False,False
FA***157,20,23.28908833861351,87171.21082103014,50.0,False,0,0.4657817667722702,17,1.1764705882352942,False,False,False,False
FA***169X,127,187.85186392068863,588612.2444469156,630.0,False,0,0.29817756177887084,122,1.040983606557377,False,False,False,False
FA***174,65,77.71555161476135,332340.2431156107,630.0,False,0,0.12335801843612913,65,1.0,False,False,False,False
FA***177,38,32.565448835492134,191295.8751343763,100.0,False,0,0.32565448835492133,38,1.0,False,False,False,False
FA***177Z,53,65.29599964618683,188167.72272750817,200.0,False,0,0.32647999823093415,53,1.0,False,False,False,False
FA***192,58,70.80209094285965,220439.844770771,400.0,False,0,0.17700522735714913,62,0.9354838709677419,False,False,False,False
FA***193,86,71.44768673181534,358406.16454523185,400.0,False,0,0.17861921682953835,87,0.9885057471264368,False,False,False,False
FA***198,9,11.038211226463318,29907.165877208718,50.0,False,0,0.22076422452926636,9,1.0,False,False,False,False
FA***200X,53,64.74269616603851,217738.98369130993,200.0,False,0,0.3237134808301926,55,0.9636363636363636,False,False,False,False
FA***204X,82,131.60000252723694,407782.5289696796,400.0,False,0,0.32900000631809234,69,1.1884057971014492,False,False,False,False
FA***205,87,80.76551300287247,368841.4978362007,400.0,False,0,0.20191378250718117,96,0.90625,False,False,False,False
FA***206X,45,68.71704894304276,184538.49632988148,200.0,False,0,0.3435852447152138,40,1.125,False,False,False,False
FA***207,88,89.7453607916832,350287.61015792575,150.0,False,0,0.598302405277888,94,0.9361702127659575,False,False,False,False
FA***208X,33,39.57386118173599,144181.43771923325,200.0,False,0,0.19786930590867996,34,0.9705882352941176,False,False,False,False
FA***208Z,2,2.4639999866485596,6944.477047471355,200.0,True,0,0.012319999933242797,2,1.0,False,False,False,False
FA***211,59,48.19337207078934,236097.32180762096,400.0,False,0,0.12048343017697334,59,1.0,False,False,False,False
FA***211X,30,36.91021108627319,111387.24860061222,400.0,False,0,0.09227552771568298,36,0.8333333333333334,False,False,False,False
FA***211Y,12,14.783999919891357,51831.66893129596,630.0,False,0,0.02346666653951009,18,0.6666666666666666,True,False,False,False
FA***216,30,36.959999799728394,119487.74755271697,100.0,False,0,0.36959999799728394,27,1.1111111111111112,False,False,False,False
FA***217,48,41.67019325494766,215972.78213209385,50.0,False,0,0.8334038650989533,51,0.9411764705882353,False,False,False,False
FA***227Y,28,50.96000146865845,121637.2771421932,400.0,False,0,0.1274000036716461,43,0.6511627906976745,True,False,False,False
FA***231X,2,2.4639999866485596,6944.477047471355,100.0,False,0,0.024639999866485594,2,1.0,False,False,False,False
FA***233,8,15.134584739804268,33725.67047032296,630.0,False,0,0.024023150380641695,8,1.0,False,False,False,False
FA***239X,22,20.30044835805893,82640.3125145895,50.0,False,0,0.40600896716117857,26,0.8461538461538461,False,False,False,False
FA***240,9,11.038211226463318,29907.165877208718,50.0,False,0,0.22076422452926636,10,0.9,False,False,False,False
FA***241,38,35.38035577535629,160046.40177824962,200.0,False,0,0.17690177887678146,42,0.9047619047619048,False,False,False,False
FA***247,355,400.7518520951271,1547507.970082799,630.0,False,0,0.6361140509446462,356,0.9971910112359551,False,False,False,False
FA***248X,25,23.903570279479027,117735.468366697,100.0,False,0,0.23903570279479028,26,0.9615384615384616,False,False,False,False
FA***251,44,54.20799970626831,154131.7443481765,100.0,False,0,0.5420799970626831,42,1.0476190476190477,False,False,False,False
FA***255X,9,7.078659176826477,31698.106242460937,50.0,False,0,0.14157318353652953,13,0.6923076923076923,True,False,False,False
FA***257X,8,9.806211233139038,26807.099114880504,100.0,False,0,0.09806211233139038,8,1.0,False,False,False,False
FA***258Z,41,50.51199972629547,175037.83975039225,400.0,False,0,0.1262799993157387,42,0.9761904761904762,False,False,False,False
FA***261X,50,42.21954029798508,223281.52772613926,50.0,False,0,0.8443908059597015,59,0.847457627118644,False,False,False,False
FA***265,103,126.89599931240082,409519.9112731205,400.0,False,0,0.317239998281002,103,1.0,False,False,False,False
FA***268X,97,110.96593344211578,395909.5740082868,400.0,False,0,0.27741483360528946,111,0.8738738738738738,False,False,False,False
FA***272,3,2.729309558868408,11261.500059710412,100.0,False,0,0.02729309558868408,3,1.0,False,False,False,False
FA***274,129,152.81631743907928,584060.5204589053,400.0,False,0,0.3820407935976982,129,1.0,False,False,False,False
FA***274X,44,52.36110919713974,167689.5383467424,400.0,False,0,0.13090277299284936,36,1.2222222222222223,True,False,False,False
FA***275,99,121.9679993391037,376766.93398732267,400.0,False,0,0.30491999834775924,100,0.99,False,False,False,False
FA***279Y,28,33.38641810417175,109808.06296604281,200.0,False,0,0.16693209052085878,39,0.717948717948718,True,False,False,False
FA***282,15,15.07569831609726,61093.39677137091,200.0,False,0,0.0753784915804863,15,1.0,False,False,False,False
FA***282Y,27,33.263999819755554,87092.9572805215,200.0,False,0,0.16631999909877776,32,0.84375,False,False,False,False
FA***283X,7,8.599105596542358,23437.829298178927,30.0,False,0,0.28663685321807864,7,1.0,False,False,False,False
FA***285X,73,89.93599951267242,344550.38976282766,400.0,False,0,0.22483999878168107,83,0.8795180722891566,False,False,False,False
FA***287,24,31.16975000500679,105203.73060634834,50.0,False,0,0.6233950001001358,26,0.9230769230769231,False,False,False,False
FA***291X,19,23.308422446250916,68359.95128116544,100.0,False,0,0.23308422446250915,23,0.8260869565217391,False,False,False,False
FA***293,115,141.67999923229218,510601.88482475345,630.0,False,0,0.22488888767030504,115,1.0,False,False,False,False
FA***297,9,7.078659176826477,31698.106242460937,100.0,False,0,0.07078659176826477,10,0.9,False,False,False,False
FA***298,6,7.367105603218079,19983.588457397967,200.0,False,0,0.03683552801609039,5,1.2,False,False,False,False
FA***304Y,44,54.20067358016968,155877.77507377905,400.0,False,0,0.1355016839504242,44,1.0,False,False,False,False
FA***307,62,69.91074293851852,269862.9323862451,200.0,False,0,0.3495537146925926,69,0.8985507246376812,False,False,False,False
FA***309Y,78,82.8461571931839,314575.9613442413,50.0,False,3244,1.656923143863678,81,0.9629629629629629,False,False,False,False
FA***317,104,122.88368582725525,430856.73167839914,400.0,False,0,0.3072092145681381,117,0.8888888888888888,False,False,False,False
FA***324,37,45.029668509960175,145148.1815708552,100.0,False,0,0.45029668509960175,40,0.925,False,False,False,False
FA***325X,20,26.992000102996826,75954.81935260899,50.0,False,0,0.5398400020599365,22,0.9090909090909091,False,False,False,False
FA***335X,39,33.232948541641235,165397.65376507188,1000.0,False,0,0.03323294854164124,43,0.9069767441860465,False,False,False,False
FA***337Z,36,62.92762493342161,198763.34755240413,630.0,False,0,0.09988511894193906,41,0.8780487804878049,False,False,False,False
FA***343,20,17.83644837141037,76554.98022226195,50.0,False,0,0.3567289674282074,24,0.8333333333333334,False,False,False,False
FA***361Z,63,77.61599957942963,261022.6612338137,400.0,False,0,0.19403999894857407,69,0.9130434782608695,False,False,False,False
FA***379,76,92.87851339578629,290347.4349132618,200.0,False,0,0.46439256697893144,84,0.9047619047619048,False,False,False,False
FA***386X,78,96.09599947929382,324052.6856640246,400.0,False,0,0.24023999869823456,78,1.0,False,False,False,False
FA***391X,78,66.6868292093277,321344.92773648363,630.0,False,0,0.10585210985607571,78,1.0,False,False,False,False
FA***4003,6,22.274414729326963,38429.79158312723,100.0,False,0,0.22274414729326963,6,1.0,False,False,False,False
FA***401,2,1.5848428010940552,8875.432177255982,50.0,False,0,0.031696856021881104,2,1.0,False,False,False,False
FA***4017,49,55.77943331003189,186062.5054798332,50.0,False,332,1.1155886662006378,53,0.9245283018867925,False,False,False,False
FA***4019,25,31.047312889248133,114338.03034152358,200.0,True,0,0.15523656444624068,26,0.9615384615384616,False,False,False,False
FA***4022,26,26.561456203460693,90003.14180103372,100.0,False,0,0.2656145620346069,32,0.8125,False,False,False,False
FA***4027,42,54.798507273197174,173641.73534417554,400.0,False,0,0.13699626818299293,31,1.3548387096774193,True,False,False,False
FA***402Z,9,11.038211226463318,29907.165877208718,50.0,False,0,0.22076422452926636,13,0.6923076923076923,True,False,False,False
FA***4045,26,24.643848598003387,96836.04766046084,400.0,False,0,0.06160962149500847,30,0.8666666666666667,False,False,False,False
FA***4054,64,55.26028060913086,287263.90866113256,50.0,False,1729,1.1052056121826173,72,0.8888888888888888,False,False,False,False
FA***4063,9,7.463002562522888,34353.297782482405,200.0,False,0,0.03731501281261444,10,0.9,False,False,False,False
FA***4065,18,21.036746442317963,61792.642261139204,200.0,False,0,0.10518373221158982,16,1.125,False,False,False,False
FA***4068,21,18.870303332805634,93901.41515092141,50.0,False,0,0.37740606665611265,26,0.8076923076923077,False,False,False,False
FA***406Y,172,183.93222510814667,670636.0830617372,50.0,False,5151,3.6786445021629333,186,0.9247311827956989,False,False,False,False
FA***4093,8,9.855999946594238,27943.693798527198,200.0,False,0,0.04927999973297119,8,1.0,False,False,False,False
FA***4097,17,37.274163611233234,89256.1486074981,630.0,False,0,0.05916533906544958,92,0.18478260869565216,True,False,False,False
FA***4101,25,30.633850634098053,97824.78625047149,200.0,False,0,0.15316925317049027,26,0.9615384615384616,False,False,False,False
FA***4110,21,18.29442948102951,95669.86214838413,50.0,False,0,0.36588858962059023,25,0.84,False,False,False,False
FA***4119,11,13.502211213111877,40082.340044290046,50.0,False,0,0.27004422426223756,8,1.375,True,False,False,False
